Shift,Material,Department,Machine,Process Type,Outside Process,Outside Process Type,Hardware,Hardware Type,Deburr,Total Parts,Defect Count,Defect Rate,Thread,Defect Type,Possible Cause,Production Cost
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Colored_Paint,Yes,Screw,Manually Deburred,2787,118,4.24,Yes,Missing_Feature,Incorrect_Revision_Level,1991
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Standard,No,None,No,None,Part_Deburred_On_Machine,2732,115,4.2,No,Dent,Tool_On_Machine_Broke,1580
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Miyano_BND,Standard,Yes,Clear_Hard_Anodize,Yes,Hinge,Part_Deburred_On_Machine,2637,85,3.24,Yes,Out_Of_Tolerance,Machine_Broke_Down,1540
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,1896,25,1.32,No,Missing_Feature,Machine_Broke_Down,482
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,Standard,Yes,Zinc_Plating,No,None,Manually Deburred,1678,53,3.18,Yes,Missing_Feature,Machine_Broke_Down,1096
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,High_Precision,Yes,White_Paint,No,None,Part_Deburred_On_Machine,1686,83,4.91,Yes,Damage_To_Surface,Programming_Error,1464
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Small_Wia,High_Precision,No,None,No,None,Manually Deburred,840,32,3.83,No,Scratches,Operator_Mistake,523
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,Secondary_Operation,No,None,Yes,Dowel_Pins,Manually Deburred,31,0,0.54,No,None,None,157
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,Standard,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,1998,10,0.48,No,Out_Of_Tolerance,Careless_Deburring,515
Second 1:30PM to 9:30PM,Steel,Mill,Matsuura_MAM72,High_Precision,Yes,Grinding,Yes,Fasteners,Manually Deburred,2071,57,2.73,No,Burrs_In_Part,Incorrect_Tool_Used,1198
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_3,Tight_Tolerance,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,2042,38,1.88,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,879
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Standard,Yes,Chem_Film,Yes,Bolts,Manually Deburred,1201,35,2.94,Yes,Incorrect_Hole_Size,Programming_Error,912
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Standard,No,None,No,None,Manually Deburred,283,12,4.15,Yes,Incorrect_Hole_Size,Improper_Setup,263
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Small_Wia,Tight_Tolerance,Yes,Nickel_Plating,Yes,Dowel_Pins,Part_Deburred_On_Machine,396,13,3.2,No,Material_Cut_Too_Small,Operator_Mistake,604
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Tight_Tolerance,No,None,Yes,Hinge,Part_Deburred_On_Machine,2710,37,1.37,No,Incorrect_Hole_Size,Improper_Setup,616
First 6:00AM-2:30PM,7075 Aluminum,Lathe,Big_Wia,Tight_Tolerance,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,501,4,0.75,No,Out_Of_Tolerance,Material_Defect,187
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1966,46,2.33,No,Missing_Feature,Material_Defect,683
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Clear_Chromate,No,None,Manually Deburred,1320,21,1.58,Yes,Incorrect_Engraving,Damaged_When_Shipped_To_Customer,680
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,1693,55,3.23,No,Dent,Tool_On_Machine_Broke,1122
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1182,11,0.93,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,228
First 6:00AM-2:30PM,Steel,Mill,Matsuura_MAM72,High_Precision,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,392,0,0.1,No,None,None,385
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,Tight_Tolerance,Yes,Gold_Anodize,No,None,Manually Deburred,1740,52,2.96,No,Missing_Feature,Operator_Mistake,1083
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,YCM_1,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,243,5,2.18,Yes,Material_Cut_Too_Small,Machine_Broke_Down,200
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1321,39,2.99,No,Incorrect_Hole_Size,Improper_Setup,592
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_2,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1213,37,3.07,Yes,Dent,Part_Lifted_On_Machine,616
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Nickel_Plating,No,None,Part_Deburred_On_Machine,2194,90,4.1,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,1555
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Nickel_Plating,Yes,Bolts,Manually Deburred,1719,75,4.34,No,Scratches,Operator_Mistake,1432
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,Standard,No,None,Yes,Screw,Manually Deburred,1655,15,0.93,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,352
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,Standard,No,None,No,None,Part_Deburred_On_Machine,49,2,4.67,No,Scratches,Operator_Mistake,111
Second 1:30PM to 9:30PM,Steel,Lathe,Miyano_BND,Standard,Yes,Grinding,Yes,Dowel_Pins,Part_Deburred_On_Machine,1772,4,0.22,No,Incorrect_Engraving,Operator_Mistake,487
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Big_Wia,Tight_Tolerance,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,704,4,0.58,Yes,Thread_Defect,Tool_On_Machine_Broke,437
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,Yes,Zinc_Plating,Yes,Screw,Part_Deburred_On_Machine,118,3,2.51,Yes,Missing_Feature,Incorrect_Tool_Used,474
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,High_Precision,Yes,Chem_Film,No,None,Part_Deburred_On_Machine,564,24,4.18,No,Material_Cut_Too_Small,Operator_Mistake,697
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,Tight_Tolerance,Yes,Heat_Treatment,No,None,Manually Deburred,1867,83,4.46,No,Incorrect_Engraving,Programming_Error,1486
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_1,High_Precision,No,None,Yes,Screw,Manually Deburred,2674,66,2.45,Yes,Material_Cut_Too_Small,Machine_Broke_Down,1015
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Standard,No,None,No,None,Part_Deburred_On_Machine,128,6,4.74,No,Incorrect_Depth,Machine_Broke_Down,163
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,White_Paint,No,None,Manually Deburred,1358,14,1.04,No,Missing_Feature,Operator_Mistake,589
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,No,None,Manually Deburred,2645,91,3.45,Yes,Dent,Material_Defect,1290
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Surface_Finish_Critical,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,2743,11,0.39,Yes,Damage_To_Surface,Incorrect_Print,550
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Nickel_Plating,Yes,Dowel_Pins,Manually Deburred,1228,23,1.87,No,Damage_To_Surface,Machine_Broke_Down,756
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Colored_Paint,Yes,Hinge,Manually Deburred,1613,22,1.39,No,Incorrect_Depth,Incorrect_Print,743
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Miyano_BND,Standard,No,None,No,None,Manually Deburred,1167,39,3.36,No,Burrs_In_Part,Tool_On_Machine_Broke,614
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1396,38,2.69,Yes,Incorrect_Engraving,Improper_Setup,579
First 6:00AM-2:30PM,430 Stainless Steel,Mill,YCM_2,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1011,39,3.89,No,Out_Of_Tolerance,Incorrect_Tool_Used,592
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Passivation,Yes,Bolts,Manually Deburred,230,10,4.56,Yes,Incorrect_Engraving,Incorrect_Revision_Level,587
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Big_Wia,Surface_Finish_Critical,No,None,Yes,Screw,Manually Deburred,1668,28,1.69,No,Incorrect_Hole_Size,Improper_Setup,521
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Standard,Yes,Colored_Paint,No,None,Manually Deburred,2742,12,0.45,Yes,Out_Of_Tolerance,Loaded_Part_On_Wrong_Size,563
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,245,3,1.21,Yes,Scratches,Damaged_When_Shipped_To_Customer,124
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,High_Precision,Yes,Beadblast,Yes,Fasteners,Part_Deburred_On_Machine,928,8,0.81,Yes,Damage_To_Surface,Tool_On_Machine_Broke,539
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Tight_Tolerance,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,941,41,4.4,Yes,Burrs_In_Part,Tool_On_Machine_Broke,918
Second 1:30PM to 9:30PM,Steel,Lathe,Big_Wia,Secondary_Operation,Yes,Colored_Paint,Yes,Fasteners,Part_Deburred_On_Machine,2053,36,1.75,No,Incorrect_Engraving,Incorrect_Tool_Used,903
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Standard,No,None,No,None,Manually Deburred,2918,135,4.62,No,Out_Of_Tolerance,Part_Lifted_On_Machine,1862
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,Doosan_HC400_II,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,650,7,1.12,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,226
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Standard,No,None,No,None,Part_Deburred_On_Machine,1967,15,0.75,No,Dent,Part_Lifted_On_Machine,280
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Miyano_BND,Standard,Yes,Gold_Anodize,No,None,Manually Deburred,1347,33,2.45,Yes,Dent,Material_Defect,836
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_2,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1654,23,1.38,Yes,Material_Cut_Too_Small,Operator_Mistake,384
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_3,Standard,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1755,55,3.13,No,Out_Of_Tolerance,Operator_Mistake,850
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,2012,49,2.44,No,Damage_To_Surface,Operator_Mistake,722
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_3,Tight_Tolerance,Yes,Nickel_Plating,No,None,Manually Deburred,2112,55,2.63,No,Dent,Careless_Deburring,1122
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,1293,49,3.77,Yes,Burrs_In_Part,Incorrect_Tool_Used,722
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,Matsuura_MAM72,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,2178,25,1.13,Yes,Material_Cut_Too_Small,Careless_Deburring,482
First 6:00AM-2:30PM,7075 Aluminum,Mill,Matsuura_MAM72,Standard,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1831,37,2.01,No,Incorrect_Engraving,Material_Defect,616
Second 1:30PM to 9:30PM,Steel,Lathe,Big_Wia,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2406,32,1.35,Yes,Scratches,Damaged_When_Shipped_To_Customer,551
Second 1:30PM to 9:30PM,Steel,Lathe,Small_Wia,Surface_Finish_Critical,Yes,Beadblast,Yes,Dowel_Pins,Part_Deburred_On_Machine,433,11,2.48,No,Out_Of_Tolerance,Programming_Error,578
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,NFX400A,Surface_Finish_Critical,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,1767,68,3.87,Yes,Incorrect_Depth,Operator_Mistake,1291
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Matsuura_MAM72,High_Precision,Yes,Electroless_Nickel_Plating,No,None,Manually Deburred,2313,50,2.18,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,1057
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_2,Standard,Yes,Beadblast,No,None,Manually Deburred,1422,49,3.48,No,Material_Cut_Too_Small,Incorrect_Tool_Used,1044
First 6:00AM-2:30PM,6063 Aluminum,Mill,Matsuura_MAM72,High_Precision,Yes,White_Paint,Yes,Hinge,Part_Deburred_On_Machine,2258,55,2.45,No,Incorrect_Depth,Loaded_Part_On_Wrong_Size,1150
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1163,31,2.7,Yes,Scratches,Operator_Mistake,488
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,White_Paint,No,None,Part_Deburred_On_Machine,273,11,4.18,No,Material_Cut_Too_Small,Loaded_Part_On_Wrong_Size,528
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1556,20,1.26,Yes,Thread_Defect,Incorrect_Tool_Used,395
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_2,Tight_Tolerance,Yes,Colored_Hard_Anodize,No,None,Manually Deburred,603,19,3.23,Yes,Burrs_In_Part,Careless_Deburring,654
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,High_Precision,No,None,Yes,Screw,Part_Deburred_On_Machine,1385,19,1.34,Yes,Incorrect_Depth,Careless_Deburring,382
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Standard,No,None,No,None,Manually Deburred,970,26,2.67,No,Incorrect_Engraving,Measurement_Error,445
First 6:00AM-2:30PM,7075 Aluminum,Mill,NFX400A,Tight_Tolerance,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,1234,58,4.67,Yes,Out_Of_Tolerance,Measurement_Error,1139
First 6:00AM-2:30PM,7075 Aluminum,Mill,YCM_2,Tight_Tolerance,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1227,4,0.36,Yes,Scratches,Operator_Mistake,187
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_1,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,2749,41,1.49,No,Damage_To_Surface,Loaded_Part_On_Wrong_Size,618
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,High_Precision,No,None,No,None,Manually Deburred,1773,64,3.62,No,Incorrect_Engraving,Incorrect_Revision_Level,939
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Nickel_Plating,Yes,Fasteners,Part_Deburred_On_Machine,658,7,1.03,Yes,Incorrect_Hole_Size,Improper_Setup,526
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Secondary_Operation,No,None,No,None,Part_Deburred_On_Machine,386,9,2.39,No,Damage_To_Surface,Careless_Deburring,202
Second 1:30PM to 9:30PM,6061 Aluminum,Lathe,Miyano_BND,Standard,Yes,Passivation,Yes,Hinge,Manually Deburred,2595,42,1.61,No,Incorrect_Depth,Damaged_When_Shipped_To_Customer,1003
First 6:00AM-2:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,No,None,Yes,Screw,Manually Deburred,2110,51,2.4,Yes,Dent,Programming_Error,820
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,NFX400A,Secondary_Operation,No,None,No,None,Manually Deburred,922,37,3.97,No,Out_Of_Tolerance,Incorrect_Revision_Level,588
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,No,None,Yes,Fasteners,Manually Deburred,2703,46,1.69,No,Material_Cut_Too_Small,Incorrect_Print,755
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Miyano_BND,High_Precision,No,None,Yes,Fasteners,Part_Deburred_On_Machine,1756,67,3.83,Yes,Damage_To_Surface,Measurement_Error,1006
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,Doosan_HC400_II,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1889,55,2.91,Yes,Incorrect_Hole_Size,Programming_Error,800
First 6:00AM-2:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Secondary_Operation,Yes,Heat_Treatment,No,None,Manually Deburred,502,1,0.26,No,Incorrect_Depth,Incorrect_Tool_Used,420
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_1,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,2293,21,0.9,No,Missing_Feature,Incorrect_Tool_Used,430
Second 1:30PM to 9:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,Yes,Zinc_Plating,No,None,Manually Deburred,235,9,4.02,No,Incorrect_Hole_Size,Incorrect_Tool_Used,524
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_1,Standard,Yes,Clear_Hard_Anodize,No,None,Part_Deburred_On_Machine,2686,114,4.23,No,Material_Cut_Too_Small,Improper_Setup,1867
Second 1:30PM to 9:30PM,Steel,Mill,YCM_2,Tight_Tolerance,Yes,Beadblast,Yes,Bolts,Manually Deburred,1428,54,3.77,No,Scratches,Operator_Mistake,1159
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,YCM_1,High_Precision,No,None,No,None,Part_Deburred_On_Machine,827,28,3.43,Yes,Incorrect_Hole_Size,Tool_On_Machine_Broke,449
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Samsung_SL15E,Standard,Yes,Clear_Chromate,No,None,Part_Deburred_On_Machine,1805,17,0.95,No,Scratches,Careless_Deburring,606
First 6:00AM-2:30PM,304 Stainless Steel,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,2176,102,4.7,No,Incorrect_Engraving,Incorrect_Print,1433
Second 1:30PM to 9:30PM,7075 Aluminum,Lathe,Miyano_BND,Tight_Tolerance,No,None,Yes,Screw,Manually Deburred,844,16,1.85,Yes,Thread_Defect,Programming_Error,365
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Small_Wia,Tight_Tolerance,Yes,White_Paint,No,None,Manually Deburred,2520,27,1.08,No,Incorrect_Hole_Size,Improper_Setup,758
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Doosan_HC400_II,Tight_Tolerance,No,None,No,None,Part_Deburred_On_Machine,1564,47,2.99,Yes,Burrs_In_Part,Tool_On_Machine_Broke,696
First 6:00AM-2:30PM,Steel,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Zinc_Plating,Yes,Hinge,Part_Deburred_On_Machine,200,5,2.3,No,Dent,Incorrect_Revision_Level,500
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Small_Wia,High_Precision,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1272,53,4.13,Yes,Incorrect_Depth,Machine_Broke_Down,1074
Second 1:30PM to 9:30PM,Steel,Mill,YCM_1,Standard,Yes,Heat_Treatment,No,None,Part_Deburred_On_Machine,29,1,1.98,Yes,Incorrect_Hole_Size,Incorrect_Tool_Used,398
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Miyano_BND,Surface_Finish_Critical,Yes,Chem_Film,Yes,Hinge,Part_Deburred_On_Machine,192,4,2.12,No,Missing_Feature,Machine_Broke_Down,487
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_2,Tight_Tolerance,No,None,No,None,Manually Deburred,1550,62,3.97,No,Out_Of_Tolerance,Part_Lifted_On_Machine,913
Second 1:30PM to 9:30PM,6063 Aluminum,Mill,YCM_2,Surface_Finish_Critical,No,None,No,None,Part_Deburred_On_Machine,1108,46,4.15,Yes,Dent,Machine_Broke_Down,683
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Small_Wia,Standard,Yes,Colored_Hard_Anodize,Yes,Screw,Manually Deburred,1614,78,4.81,No,Missing_Feature,Incorrect_Revision_Level,1471
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Miyano_BND,Secondary_Operation,No,None,No,None,Manually Deburred,1181,28,2.36,No,Missing_Feature,Measurement_Error,471
First 6:00AM-2:30PM,304 Stainless Steel,Mill,YCM_3,Secondary_Operation,No,None,Yes,Screw,Manually Deburred,1825,86,4.73,No,Dent,Programming_Error,1275
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_1,Surface_Finish_Critical,No,None,No,None,Manually Deburred,2123,80,3.77,Yes,Incorrect_Engraving,Improper_Setup,1147
First 6:00AM-2:30PM,6063 Aluminum,Mill,YCM_3,Standard,No,None,No,None,Manually Deburred,268,1,0.23,No,Incorrect_Hole_Size,Incorrect_Tool_Used,120
First 6:00AM-2:30PM,303 Stainless Steel,Lathe,Big_Wia,Standard,No,None,Yes,Screw,Manually Deburred,2613,21,0.81,Yes,Incorrect_Depth,Programming_Error,430
Second 1:30PM to 9:30PM,430 Stainless Steel,Mill,YCM_1,Tight_Tolerance,Yes,Grinding,No,None,Manually Deburred,2379,89,3.75,Yes,Thread_Defect,Improper_Setup,1564
Second 1:30PM to 9:30PM,Steel,Mill,YCM_3,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1535,15,0.96,No,Out_Of_Tolerance,Incorrect_Tool_Used,280
Second 1:30PM to 9:30PM,6063 Aluminum,Lathe,Small_Wia,Tight_Tolerance,Yes,Colored_Hard_Anodize,Yes,Dowel_Pins,Part_Deburred_On_Machine,388,10,2.66,No,Scratches,Damaged_When_Shipped_To_Customer,565
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Miyano_BND,Standard,Yes,Clear_Chromate,Yes,Hinge,Part_Deburred_On_Machine,731,22,3.07,No,Out_Of_Tolerance,Tool_On_Machine_Broke,721
Second 1:30PM to 9:30PM,7075 Aluminum,Mill,NFX400A,Secondary_Operation,No,None,Yes,Dowel_Pins,Part_Deburred_On_Machine,1636,54,3.3,No,Dent,Incorrect_Print,837
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Tight_Tolerance,No,None,No,None,Manually Deburred,2598,80,3.09,Yes,Incorrect_Engraving,Incorrect_Print,1147
First 6:00AM-2:30PM,Steel,Lathe,Small_Wia,High_Precision,No,None,Yes,Hinge,Part_Deburred_On_Machine,1537,51,3.3,No,Material_Cut_Too_Small,Incorrect_Tool_Used,798
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Surface_Finish_Critical,No,None,Yes,Bolts,Part_Deburred_On_Machine,679,16,2.34,No,Dent,Improper_Setup,343
First 6:00AM-2:30PM,303 Stainless Steel,Mill,YCM_3,Standard,No,None,Yes,Fasteners,Part_Deburred_On_Machine,2063,16,0.77,Yes,Scratches,Careless_Deburring,343
First 6:00AM-2:30PM,303 Stainless Steel,Mill,NFX400A,High_Precision,Yes,Colored_Hard_Anodize,No,None,Part_Deburred_On_Machine,969,35,3.65,No,Incorrect_Depth,Incorrect_Tool_Used,840
First 6:00AM-2:30PM,430 Stainless Steel,Lathe,Samsung_SL15E,Standard,Yes,Clear_Hard_Anodize,Yes,Screw,Manually Deburred,1253,49,3.89,No,Out_Of_Tolerance,Operator_Mistake,1094
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Tight_Tolerance,Yes,Zinc_Plating,No,None,Part_Deburred_On_Machine,213,7,3.25,No,Material_Cut_Too_Small,Incorrect_Tool_Used,476
Second 1:30PM to 9:30PM,304 Stainless Steel,Lathe,Samsung_SL15E,Secondary_Operation,No,None,Yes,Fasteners,Manually Deburred,1519,71,4.69,Yes,Scratches,Careless_Deburring,1080
First 6:00AM-2:30PM,6063 Aluminum,Lathe,Big_Wia,Standard,Yes,Clear_Chromate,No,None,Manually Deburred,2656,68,2.57,No,Damage_To_Surface,Careless_Deburring,1291
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Small_Wia,Secondary_Operation,Yes,Passivation,No,None,Part_Deburred_On_Machine,1708,82,4.77,Yes,Material_Cut_Too_Small,Programming_Error,1451
Second 1:30PM to 9:30PM,303 Stainless Steel,Lathe,Samsung_SL15E,Surface_Finish_Critical,Yes,Gold_Anodize,No,None,Part_Deburred_On_Machine,1583,37,2.37,No,Scratches,Careless_Deburring,866
First 6:00AM-2:30PM,430 Stainless Steel,Mill,Matsuura_MAM72,High_Precision,No,None,No,None,Part_Deburred_On_Machine,1575,69,4.4,Yes,Thread_Defect,Programming_Error,982
Second 1:30PM to 9:30PM,304 Stainless Steel,Mill,Matsuura_MAM72,Secondary_Operation,Yes,Electroless_Nickel_Plating,No,None,Part_Deburred_On_Machine,1464,51,3.51,Yes,Burrs_In_Part,Incorrect_Tool_Used,1048
Second 1:30PM to 9:30PM,303 Stainless Steel,Mill,Doosan_HC400_II,Surface_Finish_Critical,Yes,Beadblast,Yes,Bolts,Manually Deburred,1436,66,4.58,Yes,Burrs_In_Part,Incorrect_Tool_Used,1315
Second 1:30PM to 9:30PM,6061 Aluminum,Mill,YCM_3,High_Precision,No,None,Yes,Hinge,Part_Deburred_On_Machine,2879,88,3.06,No,Out_Of_Tolerance,Incorrect_Revision_Level,1279
First 6:00AM-2:30PM,6061 Aluminum,Lathe,Big_Wia,Secondary_Operation,No,None,No,None,Manually Deburred,892,41,4.61,Yes,Incorrect_Depth,Incorrect_Print,640
First 6:00AM-2:30PM,Steel,Lathe,Samsung_SL15E,Standard,Yes,Clear_Hard_Anodize,No,None,Manually Deburred,2943,24,0.8,Yes,Incorrect_Engraving,Careless_Deburring,719
First 6:00AM-2:30PM,6061 Aluminum,Mill,YCM_1,Secondary_Operation,No,None,No,None,Manually Deburred,1278,16,1.22,Yes,Missing_Feature,Loaded_Part_On_Wrong_Size,315
Second 1:30PM to 9:30PM,Steel,Mill,NFX400A,Surface_Finish_Critical,No,None,Yes,Fasteners,Part_Deburred_On_Machine,330,5,1.49,Yes,Damage_To_Surface,Programming_Error,200
